pow ( <A> , <B> )	<A> の <B> 乗
pow ( <A> , <B> )	<A> の <B> 乗を計算する
pow ( <A> , <B> , <C> )	<A> の <B> 乗に対する <C> の剰余
pow ( <A> , <B> , <C> )	<A> の <B> 乗に対する <C> の余り
pow ( <A> , <B> , <C> )	<A> の <B> 乗に対する <C> の剰余を計算する
pow ( <A> , <B> , <C> )	<A> の <B> 乗に対する <C> の余りを求める
pow ( <A> , <B> , <C> )	<A> の <B> 乗を <C> で割った余り
pow ( <A> , <B> , <C> )	<A> の <B> 乗を <C> でわったあまり
pow ( <A> , <B> , <C> )	<A> の <B> 乗を <C> で割った余りを求める
pow ( <A> , <B> , <C> )	<A> の <B> 乗を <C> でわったあまりを算出する
round ( <A> )	<A> の小数点を丸めた値
round ( <A> )	<A> の小数点を丸めた値を求める
round ( <A> )	<A> の整数値
round ( <A> )	<A> の整数値を算出する
round ( <A> , 1 )	<A> を小数点第一位までに丸めた値
round ( <A> , 1 )	小数点第一位までに <A> を丸めた値
round ( <A> , 1 )	<A> を小数点第一位までに丸めた値を計算する
round ( <A> , 1 )	小数点第一位までに <A> を丸めた値を求める
round ( <A> , -1 )	<A> を十の位までに丸めた値
round ( <A> , -1 )	十の位までに <A> を丸めた値
round ( <A> , -1 )	<A> を十の位までに丸めた値を求める
round ( <A> , -1 )	十の位までに <A> を丸めた値を求める
max ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> の中で一番大きい値
max ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> のうち最大の値
max ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> のうちもっとも大きい値
max ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> の中でもっとも大きい値
max ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> の中で一番大きい値を算出する
max ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> のうち最大の値を計算する
max ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> の中でもっとも大きい値を計算する
max ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> のうちもっとも大きい値を求める
max ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> の最大値
max ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> の最大値を求める
min ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> の中で一番小さい値
min ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> のうちもっとも小さい値
min ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> のうち最小の値
min ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> の中でもっとも小さい値
min ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> の中で一番小さい値を算出する
min ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> のうち最小の値を計算する
min ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> の中でもっとも小さい値を求める
min ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> のうちもっとも小さい値を求める
min ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> の最小値
min ( <A> , <B> , <C> )	<A> 、 <B> 、 <C> の最小値を算出する
del <A>	<A> をデリートする
del <A>	<A> を消す
del <A>	<A> を削除する
global <A>	<A> をグローバル変数とする
nonlocal <A>	<A> を非ローカル変数とする
float ( <A> )	<A> を浮動小数点数型に変換する
float ( <A> )	浮動小数点数型に <A> を直す
float ( <A> )	浮動小数点数に <A> を置き換える
float ( <A> )	<A> を浮動小数点数にする
float ( <A> )	浮動小数点数型に <A> を置き換える
float ( <A> )	浮動小数点数に <A> をする
float ( <A> )	<A> を浮動小数点数に直す
float ( <A> )	<A> を浮動小数点数型に直す
float ( <A> )	<A> を浮動小数点数に置き換える
float ( <A> )	浮動小数点数型に <A> をする
float ( <A> )	浮動小数点数に <A> を直す
float ( <A> )	浮動小数点数型に <A> を変換する
float ( <A> )	浮動小数点数に <A> を変換する
float ( <A> )	<A> を浮動小数点数型にする
float ( <A> )	<A> を浮動小数点数に変換する
float ( <A> )	<A> を浮動小数点数型に置き換える
<A> = float ( <B> )	<B> を浮動小数点数にして、 <A> に代入する
<A> = float ( <B> )	<B> を浮動小数点数にした結果を <A> にする
<A> = float ( <B> )	浮動小数点数に <B> を直して、 <A> に代入する
<A> = float ( <B> )	浮動小数点数に <B> を直された結果を <A> に代入する
<A> = float ( <B> )	浮動小数点数に <B> を置き換え、 <A> に代入する
<A> = float ( <B> )	浮動小数点数に <B> を置き換えた結果を <A> に代入する
<A> = float ( <B> )	<B> を浮動小数点数型に直して、 <A> に代入する
<A> = float ( <B> )	<B> を浮動小数点数型に直した結果を <A> にする
<A> = float ( <B> )	浮動小数点数に <B> を変換して、 <A> にする
<A> = float ( <B> )	浮動小数点数に <B> を変換した結果を <A> に代入する
<A> = float ( <B> )	浮動小数点数型に <B> をし、 <A> とする
<A> = float ( <B> )	浮動小数点数型に <B> をした結果を <A> に代入する
<A> = float ( <B> )	浮動小数点数型に <B> を直して、 <A> にする
<A> = float ( <B> )	浮動小数点数型に <B> を直された結果を <A> に代入する
<A> = float ( <B> )	<B> を浮動小数点数に置き換え、 <A> に代入する
<A> = float ( <B> )	<B> を浮動小数点数に置き換えた結果を <A> に代入する
<A> = float ( <B> )	浮動小数点数に <B> をして、 <A> にする
<A> = float ( <B> )	浮動小数点数に <B> をした結果を <A> とする
<A> = float ( <B> )	<B> を浮動小数点数に直して、 <A> に代入する
<A> = float ( <B> )	<B> を浮動小数点数に直された結果を <A> にする
<A> = float ( <B> )	<B> を浮動小数点数型に変換して、 <A> とする
<A> = float ( <B> )	<B> を浮動小数点数型に変換した結果を <A> にする
<A> = float ( <B> )	<B> を浮動小数点数型に置き換え、 <A> とする
<A> = float ( <B> )	<B> を浮動小数点数型に置き換えられた結果を <A> に代入する
<A> = float ( <B> )	<B> を浮動小数点数に変換して、 <A> とする
<A> = float ( <B> )	<B> を浮動小数点数に変換された結果を <A> とする
<A> = float ( <B> )	浮動小数点数型に <B> を変換して、 <A> とする
<A> = float ( <B> )	浮動小数点数型に <B> を変換した結果を <A> にする
<A> = float ( <B> )	<B> を浮動小数点数型にし、 <A> に代入する
<A> = float ( <B> )	<B> を浮動小数点数型にした結果を <A> にする
<A> = float ( <B> )	浮動小数点数型に <B> を置き換えて、 <A> とする
<A> = float ( <B> )	浮動小数点数型に <B> を置き換えられた結果を <A> にする
float ( <A> )	<A> を変換した浮動小数点数
<A> = float ( <B> )	<B> を変換した浮動小数点数を <A> に代入する
float ( <A> )	<A> を浮動小数点数型として得る
float ( <A> )	<A> を浮動小数点数として得る
float ( <A> )	浮動小数点数型として <A> を取得する
float ( <A> )	<A> を浮動小数点数型として取得する
float ( <A> )	浮動小数点数として <A> を得る
float ( <A> )	浮動小数点数型として <A> を得る
float ( <A> )	<A> を浮動小数点数として取得する
float ( <A> )	浮動小数点数として <A> を取得する
<A> = float ( <B> )	<B> を浮動小数点数型として取得し、 <A> にする
<A> = float ( <B> )	<B> を浮動小数点数型として取得された結果を <A> に代入する
<A> = float ( <B> )	浮動小数点数型として <B> を得て、 <A> にする
<A> = float ( <B> )	浮動小数点数型として <B> を得た結果を <A> に代入する
<A> = float ( <B> )	浮動小数点数型として <B> を取得し、 <A> とする
<A> = float ( <B> )	浮動小数点数型として <B> を取得された結果を <A> とする
<A> = float ( <B> )	浮動小数点数として <B> を得て、 <A> にする
<A> = float ( <B> )	浮動小数点数として <B> を得た結果を <A> とする
<A> = float ( <B> )	<B> を浮動小数点数として得て、 <A> に代入する
<A> = float ( <B> )	<B> を浮動小数点数として得た結果を <A> とする
<A> = float ( <B> )	<B> を浮動小数点数として取得して、 <A> に代入する
<A> = float ( <B> )	<B> を浮動小数点数として取得した結果を <A> に代入する
<A> = float ( <B> )	<B> を浮動小数点数型として得、 <A> に代入する
<A> = float ( <B> )	<B> を浮動小数点数型として得られた結果を <A> にする
<A> = float ( <B> )	浮動小数点数として <B> を取得して、 <A> にする
<A> = float ( <B> )	浮動小数点数として <B> を取得された結果を <A> に代入する
int ( <A> )	<A> を整数にする
int ( <A> )	<A> を整数に変換する
int ( <A> )	<A> を整数に置き換える
int ( <A> )	<A> を整数型に直す
int ( <A> )	<A> を整数に直す
int ( <A> )	整数に <A> を直す
int ( <A> )	整数型に <A> を直す
int ( <A> )	整数に <A> を置き換える
int ( <A> )	整数に <A> をする
int ( <A> )	整数に <A> を変換する
int ( <A> )	<A> を整数型にする
int ( <A> )	整数型に <A> をする
int ( <A> )	<A> を整数型に変換する
int ( <A> )	整数型に <A> を変換する
int ( <A> )	<A> を整数型に置き換える
int ( <A> )	整数型に <A> を置き換える
<A> = int ( <B> )	<B> を整数型に直して、 <A> に代入する
<A> = int ( <B> )	<B> を整数型に直した結果を <A> とする
<A> = int ( <B> )	整数に <B> を直して、 <A> にする
<A> = int ( <B> )	整数に <B> を直された結果を <A> とする
<A> = int ( <B> )	<B> を整数に直し、 <A> に代入する
<A> = int ( <B> )	<B> を整数に直された結果を <A> にする
<A> = int ( <B> )	整数に <B> を置き換え、 <A> とする
<A> = int ( <B> )	整数に <B> を置き換えられた結果を <A> にする
<A> = int ( <B> )	<B> を整数に置き換え、 <A> とする
<A> = int ( <B> )	<B> を整数に置き換えられた結果を <A> に代入する
<A> = int ( <B> )	整数型に <B> を直し、 <A> とする
<A> = int ( <B> )	整数型に <B> を直された結果を <A> とする
<A> = int ( <B> )	整数に <B> を変換して、 <A> にする
<A> = int ( <B> )	整数に <B> を変換した結果を <A> に代入する
<A> = int ( <B> )	<B> を整数にして、 <A> に代入する
<A> = int ( <B> )	<B> を整数にした結果を <A> にする
<A> = int ( <B> )	整数に <B> をして、 <A> にする
<A> = int ( <B> )	整数に <B> をした結果を <A> に代入する
<A> = int ( <B> )	整数型に <B> を置き換えて、 <A> にする
<A> = int ( <B> )	整数型に <B> を置き換えられた結果を <A> とする
<A> = int ( <B> )	整数型に <B> を変換して、 <A> にする
<A> = int ( <B> )	整数型に <B> を変換した結果を <A> とする
<A> = int ( <B> )	<B> を整数型に変換して、 <A> とする
<A> = int ( <B> )	<B> を整数型に変換された結果を <A> にする
<A> = int ( <B> )	<B> を整数型に置き換えて、 <A> にする
<A> = int ( <B> )	<B> を整数型に置き換えられた結果を <A> にする
<A> = int ( <B> )	<B> を整数に変換し、 <A> にする
<A> = int ( <B> )	<B> を整数に変換した結果を <A> とする
<A> = int ( <B> )	<B> を整数型にし、 <A> とする
<A> = int ( <B> )	<B> を整数型にした結果を <A> に代入する
int ( <A> )	<A> を変換した整数
<A> = int ( <B> )	<B> を変換した整数を <A> にする
int ( <A> )	<A> を整数型として得る
int ( <A> )	整数型として <A> を得る
int ( <A> )	<A> を整数型として取得する
int ( <A> )	<A> を整数として得る
int ( <A> )	整数として <A> を得る
int ( <A> )	<A> を整数として取得する
int ( <A> )	整数として <A> を取得する
int ( <A> )	整数型として <A> を取得する
<A> = int ( <B> )	<B> を整数型として得て、 <A> とする
<A> = int ( <B> )	<B> を整数型として得られた結果を <A> にする
<A> = int ( <B> )	整数型として <B> を取得して、 <A> に代入する
<A> = int ( <B> )	整数型として <B> を取得した結果を <A> にする
<A> = int ( <B> )	整数型として <B> を得、 <A> に代入する
<A> = int ( <B> )	整数型として <B> を得られた結果を <A> にする
<A> = int ( <B> )	<B> を整数として得、 <A> にする
<A> = int ( <B> )	<B> を整数として得られた結果を <A> とする
<A> = int ( <B> )	<B> を整数として取得し、 <A> にする
<A> = int ( <B> )	<B> を整数として取得した結果を <A> に代入する
<A> = int ( <B> )	整数として <B> を取得して、 <A> にする
<A> = int ( <B> )	整数として <B> を取得した結果を <A> に代入する
<A> = int ( <B> )	整数として <B> を得て、 <A> に代入する
<A> = int ( <B> )	整数として <B> を得た結果を <A> とする
<A> = int ( <B> )	<B> を整数型として取得し、 <A> にする
<A> = int ( <B> )	<B> を整数型として取得された結果を <A> とする
str ( <A> )	<A> を文字列に変換する
str ( <A> )	<A> を文字列に直す
str ( <A> )	文字列に <A> を置き換える
str ( <A> )	<A> を文字列型に直す
str ( <A> )	文字列型に <A> をする
str ( <A> )	文字列に <A> を直す
str ( <A> )	<A> を文字列に置き換える
str ( <A> )	文字列に <A> をする
str ( <A> )	<A> を文字列にする
str ( <A> )	文字列に <A> を変換する
str ( <A> )	<A> を文字列型に変換する
str ( <A> )	文字列型に <A> を変換する
str ( <A> )	文字列型に <A> を置き換える
str ( <A> )	<A> を文字列型にする
str ( <A> )	<A> を文字列型に置き換える
str ( <A> )	文字列型に <A> を直す
<A> = str ( <B> )	<B> を文字列型に変換して、 <A> とする
<A> = str ( <B> )	<B> を文字列型に変換した結果を <A> にする
<A> = str ( <B> )	<B> を文字列に変換して、 <A> とする
<A> = str ( <B> )	<B> を文字列に変換した結果を <A> とする
<A> = str ( <B> )	<B> を文字列に置き換え、 <A> に代入する
<A> = str ( <B> )	<B> を文字列に置き換えられた結果を <A> に代入する
<A> = str ( <B> )	文字列型に <B> をし、 <A> に代入する
<A> = str ( <B> )	文字列型に <B> をされた結果を <A> とする
<A> = str ( <B> )	文字列型に <B> を置き換え、 <A> にする
<A> = str ( <B> )	文字列型に <B> を置き換えた結果を <A> にする
<A> = str ( <B> )	<B> を文字列にして、 <A> にする
<A> = str ( <B> )	<B> を文字列にされた結果を <A> に代入する
<A> = str ( <B> )	文字列に <B> を直して、 <A> とする
<A> = str ( <B> )	文字列に <B> を直した結果を <A> とする
<A> = str ( <B> )	<B> を文字列型にし、 <A> にする
<A> = str ( <B> )	<B> を文字列型にした結果を <A> とする
<A> = str ( <B> )	<B> を文字列に直し、 <A> にする
<A> = str ( <B> )	<B> を文字列に直した結果を <A> にする
<A> = str ( <B> )	文字列に <B> をし、 <A> に代入する
<A> = str ( <B> )	文字列に <B> をした結果を <A> にする
<A> = str ( <B> )	文字列に <B> を置き換え、 <A> とする
<A> = str ( <B> )	文字列に <B> を置き換えた結果を <A> にする
<A> = str ( <B> )	文字列型に <B> を直して、 <A> とする
<A> = str ( <B> )	文字列型に <B> を直した結果を <A> に代入する
<A> = str ( <B> )	文字列に <B> を変換して、 <A> とする
<A> = str ( <B> )	文字列に <B> を変換した結果を <A> に代入する
<A> = str ( <B> )	文字列型に <B> を変換し、 <A> に代入する
<A> = str ( <B> )	文字列型に <B> を変換した結果を <A> とする
<A> = str ( <B> )	<B> を文字列型に置き換えて、 <A> にする
<A> = str ( <B> )	<B> を文字列型に置き換えられた結果を <A> に代入する
<A> = str ( <B> )	<B> を文字列型に直し、 <A> にする
<A> = str ( <B> )	<B> を文字列型に直された結果を <A> に代入する
str ( <A> )	<A> を変換した文字列
<A> = str ( <B> )	<B> を変換した文字列を <A> に代入する
str ( <A> )	<A> を文字列型として取得する
str ( <A> )	<A> を文字列型として得る
str ( <A> )	<A> を文字列として得る
str ( <A> )	文字列として <A> を得る
str ( <A> )	<A> を文字列として取得する
str ( <A> )	文字列として <A> を取得する
str ( <A> )	文字列型として <A> を取得する
str ( <A> )	文字列型として <A> を得る
<A> = str ( <B> )	<B> を文字列型として取得し、 <A> に代入する
<A> = str ( <B> )	<B> を文字列型として取得された結果を <A> にする
<A> = str ( <B> )	<B> を文字列型として得、 <A> に代入する
<A> = str ( <B> )	<B> を文字列型として得た結果を <A> とする
<A> = str ( <B> )	文字列として <B> を得、 <A> にする
<A> = str ( <B> )	文字列として <B> を得た結果を <A> とする
<A> = str ( <B> )	<B> を文字列として得て、 <A> に代入する
<A> = str ( <B> )	<B> を文字列として得た結果を <A> にする
<A> = str ( <B> )	文字列型として <B> を得、 <A> に代入する
<A> = str ( <B> )	文字列型として <B> を得られた結果を <A> にする
<A> = str ( <B> )	文字列型として <B> を取得して、 <A> とする
<A> = str ( <B> )	文字列型として <B> を取得された結果を <A> にする
<A> = str ( <B> )	文字列として <B> を取得し、 <A> とする
<A> = str ( <B> )	文字列として <B> を取得された結果を <A> に代入する
<A> = str ( <B> )	<B> を文字列として取得して、 <A> とする
<A> = str ( <B> )	<B> を文字列として取得された結果を <A> とする
list ( <A> )	<A> のリスト
<A> = list ( <B> )	<B> のリストを <A> とする
list ( <A> )	<A> をリストに変換する
list ( <A> )	<A> をリスト型にする
list ( <A> )	リストに <A> を変換する
list ( <A> )	<A> をリストに直す
list ( <A> )	<A> をリスト型に直す
list ( <A> )	リストに <A> を直す
list ( <A> )	リストに <A> を置き換える
list ( <A> )	<A> をリストに置き換える
list ( <A> )	リスト型に <A> をする
list ( <A> )	<A> をリストにする
list ( <A> )	リストに <A> をする
list ( <A> )	<A> をリスト型に変換する
list ( <A> )	リスト型に <A> を置き換える
list ( <A> )	<A> をリスト型に置き換える
list ( <A> )	リスト型に <A> を変換する
list ( <A> )	リスト型に <A> を直す
<A> = list ( <B> )	<B> をリストに変換して、 <A> とする
<A> = list ( <B> )	<B> をリストに変換した結果を <A> とする
<A> = list ( <B> )	リストに <B> を変換して、 <A> に代入する
<A> = list ( <B> )	リストに <B> を変換された結果を <A> にする
<A> = list ( <B> )	<B> をリストに直して、 <A> に代入する
<A> = list ( <B> )	<B> をリストに直した結果を <A> に代入する
<A> = list ( <B> )	リストに <B> を直して、 <A> とする
<A> = list ( <B> )	リストに <B> を直した結果を <A> に代入する
<A> = list ( <B> )	<B> をリスト型にして、 <A> とする
